ban1,ban2,ban3,ban4,paddy
1051,973,622,3041,1
1056,976,625,3086,1
1060,990,641,3099,1
1068,984,631,3002,1
1068,984,631,3002,1
1053,999,620,2986,1
1072,1005,660,2872,1
1097,1034,706,2876,1
1073,1049,632,3203,1
1071,1055,630,2933,1
1072,1047,656,2668,1
1078,1040,662,2535,1
1083,1043,665,2563,1
1096,1036,669,2486,1
1096,1036,669,2486,1
1075,1035,656,2507,1
1066,1025,649,2593,1
1075,1028,646,2575,1
1093,1033,662,2666,1
1077,1037,639,2757,1
1074,1047,655,2829,1
1091,1057,651,2970,1
1074,1040,645,3003,1
1199,1100,1024,1381,2
1198,1092,1019,1414,2
1212,1091,1022,1438,2
1202,1092,1013,1553,2
1157,1044,920,1594,2
1114,965,749,1509,2
1114,965,749,1509,2
1116,963,766,1502,2
1110,959,756,1523,2
1100,973,750,1570,2
1126,985,774,1627,2
1123,970,749,1583,2
1096,970,754,1518,2
1150,999,811,1493,2
1081,1010,639,3009,1
1072,991,629,2869,1
1048,985,619,2975,1
1051,973,622,3041,1
1056,976,625,3086,1
1060,990,641,3099,1
1068,984,631,3002,1
1068,984,631,3002,1
1053,999,620,2986,1
1072,1005,660,2872,1
1097,1034,706,2876,1
1073,1049,632,3203,1
1078,1051,628,3150,1
1091,1047,643,2913,1
1080,1034,658,2532,1
1076,1036,667,2439,1
1085,1040,663,2456,1
1085,1040,663,2456,1
1087,1037,684,2400,1
1081,1028,667,2449,1
1081,1014,655,2434,1
1072,1032,663,2610,1
1079,1045,671,2691,1
1076,1050,630,2846,1
1078,1025,642,3098,1
1062,993,643,2799,1
1076,975,638,2852,1
1067,994,626,2970,1
1054,984,621,3009,1
1062,991,635,3097,1
1066,1007,628,3247,1
1066,1007,628,3247,1
1054,1006,628,3279,1
1069,1006,621,3098,1
1093,1016,654,2932,1
1080,1056,655,3252,1
1083,1060,623,3277,1
1073,1040,633,3051,1
1065,1023,649,2667,1
1080,1040,665,2322,1
1079,1036,659,2329,1
1079,1036,659,2329,1
1073,1028,667,2344,1
1086,1022,682,2310,1
1076,1023,669,2331,1
1077,1046,656,2645,1
1078,1040,672,2660,1
1090,1039,658,2789,1
1068,980,638,2786,1
1056,992,628,2913,1
1061,987,628,2998,1
1067,969,631,2989,1
1055,996,618,3199,1
1055,996,618,3199,1
1067,1016,635,3421,1
1075,1020,623,3279,1
1062,1000,630,3051,1
1095,1067,720,3149,1
1073,1061,641,3260,1
1080,1042,618,3162,1
1091,1033,639,2827,1
1079,1043,666,2451,1
1078,1038,666,2260,1
1078,1038,666,2260,1
1066,1025,662,2279,1
1101,1017,678,2297,1
1084,1044,684,2352,1
1083,1051,651,2700,1
1058,1032,648,2741,1
1072,979,627,2867,1
1064,1001,627,2960,1
1063,987,625,2979,1
1060,988,621,3059,1
1060,988,621,3059,1
1063,1011,641,3283,1
1070,1020,634,3283,1
1068,1004,617,3111,1
1092,1034,697,3139,1
1103,1070,683,3196,1
1075,1060,649,3181,1
1076,1052,624,2982,1
1062,1041,649,2706,1
1080,1035,657,2402,1
1080,1035,657,2402,1
1084,1028,668,2214,1
1107,1045,674,2238,1
1083,1041,684,2327,1
1061,994,646,2880,1
1050,987,635,2849,1
1067,1003,628,2903,1
1060,994,625,3007,1
1063,1005,627,3095,1
1063,1005,627,3095,1
1061,1023,645,3270,1
1067,1027,651,3331,1
1053,1007,640,3097,1
1086,1045,699,3067,1
1078,1070,697,3105,1
1067,1066,645,3098,1
1078,1056,642,2908,1
1090,1047,648,2631,1
1090,1047,648,2631,1
1093,1041,672,2338,1
1089,1048,675,2212,1
1072,996,644,2793,1
1064,994,655,2792,1
1061,999,640,2907,1
1060,1005,627,2985,1
1060,1005,627,2985,1
1057,996,631,3053,1
1072,1011,629,3289,1
1064,990,627,3078,1
1079,1003,639,2971,1
1100,1052,702,3016,1
1093,1074,706,3032,1
1088,1049,641,3082,1
1080,1061,644,2932,1
1080,1061,644,2932,1
1083,1054,655,2639,1
1068,992,656,2810,1
1067,996,642,2787,1
1064,1004,647,2922,1
1064,1004,647,2922,1
1071,996,631,2976,1
1072,988,626,3108,1
1068,1004,645,3173,1
1057,983,637,3000,1
1064,998,656,2933,1
1095,1059,727,2923,1
1101,1058,706,3083,1
1076,1057,641,3035,1
1076,1057,641,3035,1
1072,996,640,2773,1
1074,995,660,2811,1
1074,995,660,2811,1
1066,997,648,2941,1
1075,996,634,2950,1
1067,1006,650,3189,1
1050,1000,656,3115,1
1039,1001,640,2949,1
1078,1020,670,2999,1
1104,1062,714,3123,1
1089,1060,688,3171,1
1081,1025,668,2833,1
1081,1025,668,2833,1
1067,1006,650,2789,1
1061,1000,647,2821,1
1060,1011,644,2993,1
1050,1000,656,3115,1
1039,1001,640,2949,1
1078,1020,670,2999,1
1104,1062,714,3123,1
1081,1025,668,2833,1
1067,1006,650,2789,1
1061,1000,647,2821,1
1060,1011,644,2993,1
1067,1015,641,3196,1
1083,1022,667,3114,1
1076,1008,652,2803,1
1074,1011,663,2925,1
1063,1008,643,2801,1
1066,990,641,2797,1
1063,977,636,2942,1
1077,1006,656,3186,1
1075,985,652,2875,1
1084,987,649,2734,1
1075,975,643,2776,1
1075,970,650,2744,1
1204,1127,890,3123,2
1290,1235,1096,2555,2
1286,1245,1241,2265,2
1626,1680,1737,2282,2
1390,1329,1331,2095,2
1263,1234,1117,2870,2
1301,1259,1125,2505,2
1301,1259,1125,2505,2
1478,1411,1307,2192,2
1529,1414,1349,2095,2
1486,1409,1331,2134,2
1373,1332,1180,2675,2
1234,1251,1108,3159,2
1253,1268,1308,2857,2
1373,1333,1320,2774,2
1237,1118,1032,1942,2
1074,927,776,1627,2
1074,927,776,1627,2
1111,980,781,2104,2
1125,1011,810,2324,2
1208,1054,837,2234,2
1171,1018,789,2038,2
1118,1030,764,2564,2
1177,1129,921,2398,2
1268,1226,1157,1576,2
1307,1328,1332,1155,2
1330,1345,1357,1130,2
1330,1345,1357,1130,2
1296,1325,1283,1447,2
1205,1193,968,2734,2
1161,1146,830,3296,2
1213,1123,921,2637,2
1321,1229,1122,2274,2
1374,1360,1495,2102,2
1442,1476,1645,2457,2
1369,1310,1655,2417,2
1510,1491,1547,2291,2
1510,1491,1547,2291,2
1456,1398,1319,2208,2
1232,1260,1028,2897,2
1238,1244,1001,3156,2
1285,1315,1090,3196,2
1195,1191,928,3033,2
1280,1216,1161,2332,2
1372,1295,1389,2365,2
1177,1124,949,2873,2
1107,1044,735,2786,2
1107,1044,735,2786,2
1086,953,708,2342,2
1092,944,693,2198,2
1099,958,688,2158,2
1086,952,697,2063,2
1160,1027,816,2267,2
1329,1281,1115,2537,2
1119,1096,791,3111,2
1152,1147,865,2891,2
1269,1294,1178,1751,2
1269,1294,1178,1751,2
1342,1366,1355,1147,2
1327,1351,1352,1150,2
1329,1339,1319,1267,2
1305,1314,1254,1468,2
1206,1213,1051,2081,2
1202,1108,904,2675,2
1197,1124,916,2941,2
1155,1100,770,3607,2
1448,1440,1725,2601,2
1516,1472,1556,2365,2
1516,1472,1556,2365,2
1473,1416,1396,2121,2
1480,1446,1420,2442,2
1458,1430,1319,2632,2
1392,1348,1171,2815,2
1283,1232,1040,2615,2
1235,1107,1055,2154,2
1125,1003,779,2105,2
1062,942,643,2420,2
1048,939,634,2263,2
1048,939,634,2263,2
1058,908,651,2044,2
1094,947,697,2175,2
1124,1005,738,2344,2
1088,976,729,2389,2
1164,1056,832,2451,2
1421,1351,1239,2421,2
1305,1283,1062,2725,2
1185,1178,889,2984,2
1175,1168,997,2427,2
1175,1168,997,2427,2
1276,1268,1224,1647,2
1310,1334,1330,1315,2
1317,1356,1378,1099,2
1303,1346,1356,1133,2
1280,1317,1293,1381,2
1176,1152,887,2713,2
1186,1105,832,2961,2
1206,1142,846,2936,2
1288,1180,1622,2317,2
1452,1400,1714,2396,2
1452,1400,1714,2396,2
1565,1506,1540,2027,2
1617,1537,1519,2043,2
1523,1472,1429,2236,2
1388,1343,1228,2422,2
1257,1231,1058,2484,2
1167,1118,990,2556,2
1075,982,746,2259,2
1083,954,670,2233,2
1083,951,665,2437,2
1083,951,665,2437,2
1114,977,701,2405,2
1130,1003,729,2505,2
1166,1073,821,2721,2
1211,1126,907,2666,2
1264,1162,979,2602,2
1473,1387,1216,2185,2
1323,1234,1188,2365,2
1360,1307,1169,2591,2
1276,1217,1012,2684,2
1276,1217,1012,2684,2
1177,1143,883,2651,2
1238,1256,1079,2080,2
1322,1346,1334,1310,2
1328,1356,1381,1093,2
1321,1363,1365,1131,2
1239,1251,1100,2050,2
1160,1140,827,3161,2
1152,1105,777,3338,2
1213,1110,1757,2408,2
1407,1344,1826,2398,2
1380,1338,1382,2199,2
1380,1338,1382,2199,2
1489,1469,1472,2163,2
1429,1401,1407,2279,2
1344,1342,1696,2745,2
1392,1354,1635,2696,2
1221,1112,991,2257,2
1152,1080,900,2699,2
1088,991,733,2459,2
1099,997,717,2444,2
1099,997,717,2444,2
1112,994,730,2515,2
1173,1077,853,2871,2
1318,1284,1121,2914,2
1362,1340,1212,2851,2
1400,1254,979,2600,2
1742,1471,1164,2388,2
1450,1337,1181,2193,2
1369,1340,1267,2272,2
1362,1331,1282,2420,2
1362,1331,1282,2420,2
1248,1206,1014,2682,2
1192,1161,913,2716,2
1275,1259,1083,2107,2
1328,1356,1381,1093,2
1321,1363,1365,1131,2
1239,1251,1100,2050,2
1160,1140,827,3161,2
1152,1105,777,3338,2
1412,1316,1702,2345,2
1472,1389,1511,2269,2
1318,1213,1104,2577,2
1318,1213,1104,2577,2
1489,1469,1472,2163,2
1429,1401,1407,2279,2
1344,1342,1696,2745,2
1392,1354,1635,2696,2
1221,1112,991,2257,2
1152,1080,900,2699,2
1088,991,733,2459,2
1099,997,717,2444,2
1099,997,717,2444,2
1112,994,730,2515,2
1173,1077,853,2871,2
1318,1284,1121,2914,2
1362,1340,1212,2851,2
1400,1254,979,2600,2
1742,1471,1164,2388,2
1450,1337,1181,2193,2
1369,1340,1267,2272,2
1362,1331,1282,2420,2
1362,1331,1282,2420,2
1248,1206,1014,2682,2
1192,1161,913,2716,2
1275,1259,1083,2107,2
1311,1339,1312,1328,2
1324,1364,1385,1087,2
1306,1339,1295,1388,2
1264,1296,1149,1879,2
1186,1183,942,2620,2
1472,1389,1511,2269,2
1318,1213,1104,2577,2
1318,1213,1104,2577,2
1413,1363,1329,2302,2
1344,1239,1239,2041,2
1275,1166,1500,2321,2
1409,1407,2058,2755,2
1233,1145,1180,2283,2
1098,981,777,2258,2
1065,963,691,2310,2
1103,1005,714,2536,2
1103,1005,714,2536,2
1106,1017,745,2614,2
1248,1203,1050,2868,2
1409,1368,1339,2779,2
1311,1265,1200,2842,2
1414,1263,974,2993,2
1359,1252,1161,2160,2
1364,1238,1262,1944,2
1269,1219,1067,2465,2
1289,1234,1102,2590,2
1289,1234,1102,2590,2
1422,1389,1258,2455,2
1304,1267,1081,2646,2
1185,1199,987,2910,2
1218,1247,1085,2227,2
1297,1305,1279,1382,2
1329,1358,1359,1140,2
1331,1342,1341,1246,2
1300,1288,1203,1596,2
1382,1308,1555,2273,2
1318,1209,1415,2393,2
1318,1209,1415,2393,2
1339,1251,1329,2202,2
1178,1041,921,1695,2
1104,957,886,1867,2
1226,1188,1535,2716,2
1141,1028,1020,2295,2
1061,904,733,1943,2
1076,987,693,2438,2
1160,1112,829,2871,2
1160,1112,829,2871,2
1206,1147,919,2881,2
1332,1343,1171,2848,2
1399,1361,1234,2747,2
1275,1203,1026,2881,2
1165,1135,902,3097,2
1335,1281,1205,2227,2
1364,1238,1228,2087,2
1220,1215,1180,2585,2
1272,1257,1260,2655,2
1272,1257,1260,2655,2
1455,1399,1382,2393,2
1412,1375,1280,2610,2
1300,1211,931,2745,2
1162,1138,850,2492,2
1182,1174,969,1951,2
1330,1356,1352,1117,2
1309,1366,1362,1133,2
1316,1333,1325,1172,2
1325,1124,1475,2207,2
1331,1230,1531,2145,2
1331,1230,1531,2145,2
1334,1242,1379,2102,2
1131,1008,884,1926,2
1079,959,680,2512,2
1119,1004,723,2511,2
1089,945,735,2138,2
1112,1025,774,2664,2
1110,1101,793,3008,2
1204,1181,926,3176,2
1267,1245,1058,3072,2
1267,1245,1058,3072,2
1318,1341,1386,2711,2
1428,1445,1457,2579,2
1300,1293,1258,2779,2
1213,1192,1074,2964,2
1347,1291,1232,2344,2
1351,1272,1359,2176,2
1295,1300,1691,2431,2
1372,1339,1636,2366,2
1372,1339,1636,2366,2
1426,1336,1440,2213,2
1356,1389,1851,2846,2
1246,1286,1558,2994,2
1201,1181,1033,2661,2
1133,1123,820,2662,2
1309,1336,1291,1275,2
1333,1369,1376,1138,2
1325,1354,1367,1145,2
1248,1101,1071,2066,2
1318,1442,1496,2189,2
1318,1442,1496,2189,2
1318,1378,1340,2226,2
1233,1081,916,2135,2
1165,1019,760,2484,2
1091,960,691,2352,2
1106,1035,730,2812,2
1147,1131,806,2848,2
1138,1103,797,3144,2
1069,1015,752,2792,2
1170,1133,983,2974,2
1170,1133,983,2974,2
1329,1327,1656,2785,2
1468,1520,1949,2802,2
1310,1346,1636,2642,2
1256,1234,1187,2649,2
1327,1214,1121,1957,2
1346,1269,1401,2019,2
1297,1265,1386,2257,2
1375,1312,1680,2319,2
1375,1312,1680,2319,2
1311,1294,1862,2475,2
1353,1407,2193,3222,2
1322,1327,1839,3290,2
1236,1206,1155,2770,2
1238,1212,1004,2874,2
1225,1196,1018,2138,2
1323,1312,1259,1396,2
1334,1351,1368,1117,2
1102,967,731,1889,2
1090,958,665,2203,2
1090,958,665,2203,2
1059,946,666,2603,2
1104,999,707,3023,2
1141,1116,879,3101,2
1215,1196,901,3091,2
1159,1094,820,2901,2
1092,985,684,2736,2
1087,1004,703,2990,2
1056,986,684,2984,2
1123,1040,799,2802,2
1123,1040,799,2802,2
1369,1325,1216,2763,2
1389,1353,1171,2881,2
1087,1036,735,2869,2
1196,1101,1073,2487,2
1158,1083,906,2459,2
1209,1115,948,2402,2
1113,1054,799,2649,2
1105,1067,907,3223,2
1105,1067,907,3223,2
1174,1129,978,2912,2
1317,1255,1199,2396,2
1154,1119,895,2705,2
1292,1203,1031,2381,2
1214,1154,989,2460,2
1562,1316,1099,2419,2
1594,1293,1046,2268,2
1311,1281,1126,1924,2
1088,949,687,2179,2
1087,952,695,2565,2
1087,952,695,2565,2
1092,990,709,2965,2
1132,1088,854,3165,2
1315,1236,1094,3078,2
1177,1139,930,2958,2
1069,967,675,2901,2
1076,991,678,2777,2
1105,1014,707,2913,2
1056,912,644,2562,2
1049,914,636,2253,2
1049,914,636,2253,2
1094,986,740,2469,2
1089,985,728,2618,2
1075,951,697,2537,2
1104,985,908,2489,2
1092,1016,706,2877,2
1106,1023,717,2997,2
1076,1033,661,3477,2
1086,1102,662,3955,2
1119,1113,811,3453,2
1119,1113,811,3453,2
1215,1161,1048,2864,2
1165,1079,896,2798,2
1332,1177,1077,2386,2
1313,1199,1173,2344,2
1437,1299,1123,2428,2
1644,1328,1060,2279,2
1266,1200,962,2271,2
1098,1028,706,2934,2
1141,1088,847,3094,2
1141,1088,847,3094,2
1173,1148,935,3004,2
1166,1113,897,2974,2
1147,1043,803,3010,2
1039,906,639,3156,2
1073,980,649,3371,2
1068,935,633,2651,2
1085,1001,702,2916,2
1072,974,663,3025,2
1075,1011,660,2876,2
1075,1011,660,2876,2
1095,1040,696,2824,2
1036,921,613,2278,2
1033,877,621,2148,2
1048,930,632,2495,2
1082,1024,670,3403,2
1081,1024,667,3525,2
1081,1016,674,3632,2
1075,1033,684,3662,2
1094,1065,731,3474,2
1094,1065,731,3474,2
1142,1098,862,3052,2
1235,1151,974,2748,2
1303,1146,1212,2524,2
1231,1105,1217,2540,2
1354,1340,1147,2721,2
1436,1360,1203,2480,2
1201,1115,1123,2278,2
1181,1178,934,3193,2
1264,1249,1053,3146,2
1264,1249,1053,3146,2
1170,1109,868,2922,2
1047,959,649,2955,2
1030,921,599,3140,2
1056,934,603,3091,2
1066,964,632,3344,2
1020,934,620,2875,2
1055,991,655,3104,2
1074,992,648,3270,2
1080,1024,668,3284,2
1080,1024,668,3284,2
1089,1047,697,3121,2
1062,954,641,2634,2
1080,966,684,2627,2
1080,979,695,2721,2
1098,1077,684,3787,2
1073,1085,674,3988,2
1069,1046,638,3733,2
1086,1013,695,3412,2
1189,1131,881,3203,2
1189,1131,881,3203,2
1167,1102,1009,2913,2
1280,1253,1246,2574,2
1303,1146,1212,2524,2
1231,1105,1217,2540,2
1354,1340,1147,2721,2
1436,1360,1203,2480,2
1201,1115,1123,2278,2
1195,1139,882,3158,2
1118,1052,791,3019,2
1118,1052,791,3019,2
1170,1109,868,2922,2
1047,959,649,2955,2
1030,921,599,3140,2
1056,934,603,3091,2
1066,964,632,3344,2
1020,934,620,2875,2
1055,991,655,3104,2
1074,992,648,3270,2
1080,1024,668,3284,2
1080,1024,668,3284,2
1089,1047,697,3121,2
1062,954,641,2634,2
1080,966,684,2627,2
1080,979,695,2721,2
1098,1077,684,3787,2
1073,1085,674,3988,2
1069,1046,638,3733,2
1086,1013,695,3412,2
1189,1131,881,3203,2
1189,1131,881,3203,2
1167,1102,1009,2913,2
1280,1253,1246,2574,2
1335,1295,1359,2595,2
1218,1198,1118,2925,2
1506,1320,1222,2327,2
1416,1305,1308,2291,2
1350,1224,1337,2380,2
1195,1139,882,3158,2
1118,1052,791,3019,2
1118,1052,791,3019,2
1076,979,662,2917,2
1055,975,638,3076,2
1051,960,628,3251,2
1041,923,604,3144,2
1065,965,682,3227,2
1052,1002,638,3425,2
1045,966,621,3087,2
1056,935,621,2801,2
1047,937,613,2882,2
1047,937,613,2882,2
1032,928,621,2939,2
1062,952,647,3123,2
1077,1030,695,3188,2
1101,1033,705,3186,2
1106,1066,690,3623,2
1133,1061,781,3508,2
1126,1058,854,3127,2
1171,1088,872,2929,2
1175,1085,952,2761,2
1175,1085,952,2761,2
1279,1220,1194,2762,2
1350,1351,1353,2733,2
1417,1469,1533,2548,2
1261,1189,1066,2591,2
1394,1236,1050,2154,2
1332,1231,1064,2455,2
1398,1328,1143,2481,2
1078,1038,688,3450,2
1105,1045,681,3273,2
1105,1045,681,3273,2
1073,1025,680,3214,2
1046,982,644,3406,2
1054,957,634,3505,2
1054,977,708,3052,2
1155,1040,906,2528,2
1055,986,639,3298,2
1049,948,611,2922,2
1069,980,655,2830,2
1063,960,644,2966,2
1063,960,644,2966,2
1042,938,615,3156,2
1060,974,639,3531,2
1071,1037,677,3663,2
1089,1080,701,3645,2
1173,1095,883,2825,2
1279,1195,1296,2503,2
1285,1200,1397,2698,2
1392,1321,1184,2648,2
1321,1298,1253,2798,2
1321,1298,1253,2798,2
1382,1415,1589,2561,2
1472,1352,1364,2213,2
1304,1194,1325,1954,2
1165,1044,1051,2096,2
1189,1110,907,2593,2
1159,1105,837,2954,2
1174,1071,920,2503,2
1102,1067,715,3838,2
1079,1074,712,3658,2
1079,1074,712,3658,2
1084,1057,679,3509,2
1059,997,655,3636,2
1062,1015,664,3707,2
1085,1018,729,3079,2
1146,1028,882,2723,2
1083,997,654,3340,2
1085,1025,659,3227,2
1088,1065,702,3444,2
1076,1023,678,3387,2
1076,1023,678,3387,2
1072,1025,682,3471,2
1072,1040,676,3849,2
1065,1028,683,3762,2
1116,1085,731,3542,2
1250,1141,979,2566,2
1298,1207,1282,2502,2
1346,1357,1511,2678,2
1602,1589,1534,2626,2
1560,1522,1565,2612,2
1560,1522,1565,2612,2
1366,1267,1246,2005,2
1458,1302,1242,1803,2
1260,1115,1122,1946,2
1299,1127,1071,1792,2
1102,1014,696,3072,2
1104,1034,707,3103,2
1188,1076,782,2746,2
1152,1153,822,3670,2
1107,1095,714,3738,2
1107,1095,714,3738,2
1084,1064,711,3431,2
1080,1058,695,3493,2
1090,1066,690,3676,2
1089,1035,696,3610,2
1096,1035,716,3500,2
1093,1065,673,3663,2
1075,1036,642,3537,2
1072,1025,653,3830,2
1088,1052,674,3899,2
1088,1052,674,3899,2
1097,1041,695,3694,2
1112,1061,762,3368,2
1209,1140,904,2963,2
1142,1058,868,3071,2
1307,1304,1184,3049,2
1360,1320,1253,2967,2
1549,1548,1487,2526,2
1496,1509,1408,2253,2
1342,1286,1187,1852,2
1342,1286,1187,1852,2
1240,1127,1083,1529,2
1192,1057,1039,1912,2
1204,1068,910,2337,2
1262,1116,935,2072,2
1109,1076,734,3180,2
1137,1078,802,2849,2
1180,1089,843,2682,2
1119,1090,774,3485,2
1110,1120,728,3552,2
1110,1120,728,3552,2
1098,1069,705,3325,2
1087,1043,676,3358,2
1093,1067,676,3341,2
1086,1050,687,3395,2
1084,1017,664,3484,2
1084,1065,657,3685,2
1079,1019,628,3625,2
1060,1017,631,3764,2
1075,1029,665,3753,2
1075,1029,665,3753,2
1101,1063,751,3330,2
1253,1123,958,2508,2
1644,1355,1202,2375,2
1407,1286,1063,2930,2
1468,1466,1357,2761,2
1394,1368,1385,2413,2
1525,1545,1501,2244,2
1412,1419,1370,2203,2
1274,1141,1091,1825,2
1274,1141,1091,1825,2
1267,1170,1034,1996,2
1171,1068,859,2504,2
1103,1038,757,2808,2
1132,1066,779,2919,2
1348,1290,1125,2933,2
1418,1335,1268,2458,2
1299,1212,1038,2358,2
1081,992,660,3308,2
1091,1049,682,3324,2
1091,1049,682,3324,2
1086,1073,690,3374,2
1079,1045,637,3257,2
1074,986,637,3034,2
1057,985,633,3046,2
1084,1000,666,3350,2
1395,1271,1121,3008,2
1197,1069,961,2618,2
1189,1122,922,2909,2
1223,1192,995,3255,2
1223,1192,995,3255,2
1261,1260,1010,3157,2
1498,1469,1383,2873,2
1655,1606,1556,2785,2
1444,1386,1240,3005,2
1260,1185,1493,2251,2
1366,1274,1339,2120,2
1356,1259,1153,2191,2
1343,1301,1220,2445,2
1262,1207,1080,2375,2
1262,1207,1080,2375,2
1237,1175,1035,2510,2
1167,1133,909,2951,2
1137,1093,807,3280,2
1162,1114,881,3164,2
1175,1058,1031,2150,2
1251,1171,1088,2060,2
1257,1154,1205,1957,2
1084,1019,667,3444,2
1084,1032,722,3440,2
1084,1032,722,3440,2
1087,1064,727,3252,2
1055,998,613,3119,2
1033,923,601,3244,2
1075,983,682,3311,2
1183,1117,888,3429,2
1534,1518,1456,2405,2
1232,1097,944,2374,2
1197,1181,1040,2956,2
1431,1409,1266,2974,2
1431,1409,1266,2974,2
1484,1350,1306,2585,2
1829,1632,1514,2360,2
1935,1758,1639,2447,2
1440,1394,1141,3025,2
1292,1211,1407,2365,2
1226,1124,1121,2538,2
1181,1126,854,2791,2
1237,1156,974,2609,2
1339,1215,1131,2068,2
1339,1215,1131,2068,2
1301,1213,1102,2333,2
1200,1130,1023,2781,2
1172,1130,940,2931,2
1129,1093,789,3398,2
1100,1015,745,3041,2
1107,1040,807,2826,2
1183,1061,989,2360,2
1086,1023,672,3427,2
1088,1013,680,3496,2
1088,1013,680,3496,2
1080,999,666,3365,2
1055,961,625,3146,2
1080,974,673,3299,2
1165,1119,1050,3234,2
1370,1319,1471,3094,2
1130,1130,941,2771,2
1214,1216,1067,2722,2
1283,1256,1153,2674,2
1248,1190,1086,2613,2
1248,1190,1086,2613,2
1509,1213,1022,2441,2
1630,1455,1327,2481,2
1504,1255,1002,2766,2
1213,1145,867,3185,2
1138,1078,854,2885,2
1105,1055,737,3161,2
1080,1053,706,3220,2
1225,1173,939,2898,2
1315,1219,1109,2526,2
1315,1219,1109,2526,2
1235,1166,1025,2759,2
1164,1134,976,2839,2
1172,1130,940,2931,2
1129,1093,789,3398,2
1100,1015,745,3041,2
1107,1040,807,2826,2
1183,1061,989,2360,2
1078,996,663,3114,2
1073,983,650,3417,2
1073,983,650,3417,2
1080,999,666,3365,2
1055,961,625,3146,2
1080,974,673,3299,2
1165,1119,1050,3234,2
1370,1319,1471,3094,2
1130,1130,941,2771,2
1214,1216,1067,2722,2
1283,1256,1153,2674,2
1248,1190,1086,2613,2
1248,1190,1086,2613,2
1509,1213,1022,2441,2
1630,1455,1327,2481,2
1504,1255,1002,2766,2
1213,1145,867,3185,2
1138,1078,854,2885,2
1105,1055,737,3161,2
1080,1053,706,3220,2
1225,1173,939,2898,2
1315,1219,1109,2526,2
1315,1219,1109,2526,2
1235,1166,1025,2759,2
1164,1134,976,2839,2
1150,1067,865,2675,2
1087,1000,685,3113,2
1121,1077,758,3341,2
1191,1095,830,2772,2
1181,1068,821,2733,2
1078,996,663,3114,2
1073,983,650,3417,2
1071,1009,639,3448,2
1071,1009,639,3448,2
1067,999,644,3106,2
1154,1085,863,2941,2
1210,1174,1215,2889,2
1273,1297,1346,2911,2
1378,1273,1110,2915,2
1343,1230,1136,2723,2
1194,1101,1020,2242,2
1188,1087,900,2437,2
1188,1087,900,2437,2
1262,1153,898,2753,2
1163,1095,874,2813,2
1109,1048,725,3014,2
1150,1108,780,3303,2
1093,1056,702,3306,2
1147,1155,788,3498,2
1142,1126,838,3239,2
1179,1117,855,2993,2
1151,1111,875,3006,2
1151,1111,875,3006,2
1140,1069,822,3051,2
1121,1083,833,3113,2
1082,995,733,2604,2
1058,913,629,2301,2
1245,1107,860,2703,2
1439,1135,901,2459,2
1322,1080,793,3074,2
1131,1029,734,2745,2
1043,945,630,3342,2
1063,966,631,3344,2
1063,966,631,3344,2
1085,986,678,3017,2
1132,1045,849,2836,2
1202,1128,959,2776,2
1238,1191,1144,2839,2
1896,1540,1374,2592,2
1550,1413,1267,2767,2
1143,1122,982,2780,2
1148,1097,894,2857,2
1148,1097,894,2857,2
1111,1084,803,2982,2
1124,1050,732,3152,2
1085,1006,652,3414,2
1094,1017,702,3409,2
1085,1048,716,3080,2
1153,1161,855,3388,2
1145,1144,793,3279,2
1101,1063,735,3367,2
1110,1040,738,3281,2
1110,1040,738,3281,2
1123,1119,801,3360,2
1144,1136,814,3502,2
1101,1046,720,3108,2
1089,1001,690,2917,2
1149,1048,770,3073,2
1164,1064,775,3374,2
1153,1080,716,3758,2
1221,1119,930,2442,2
1117,1006,755,3028,2
1063,942,631,3251,2
1063,942,631,3251,2
1083,963,653,3126,2
1169,1094,801,2953,2
1162,1092,899,2758,2
1277,1167,908,2810,2
1524,1220,1138,2642,2
1349,1242,1150,2763,2
1169,1142,901,3022,2
1258,1198,1011,3085,2
1258,1198,1011,3085,2
1237,1206,1027,3270,2
1220,1185,1068,3413,2
1124,1051,835,3306,2
1084,985,688,3301,2
1094,1039,682,3191,2
1128,1081,768,3255,2
1120,1091,779,3147,2
1143,1160,785,3704,2
1195,1208,933,3641,2
1195,1208,933,3641,2
1181,1158,910,3589,2
1146,1138,809,3535,2
1134,1109,791,3480,2
1135,1116,788,3412,2
1106,993,705,3161,2
1094,1027,682,3621,2
1085,1017,666,3567,2
1275,1215,1016,2306,2
1251,1158,959,2322,2
1163,1066,867,2672,2
1163,1066,867,2672,2
1120,1059,824,2998,2
1136,1081,846,3100,2
1076,985,709,3001,2
1129,1075,741,3263,2
1147,1042,800,2799,2
1172,1146,923,2762,2
1188,1150,998,2740,2
1354,1310,1240,2756,2
1354,1310,1240,2756,2
1277,1253,1140,3102,2
1314,1317,1265,3216,2
1210,1154,884,3205,2
1089,1031,670,3434,2
1079,1005,674,3313,2
1100,1034,749,3122,2
1242,1212,1068,2921,2
1253,1286,1003,3330,2
1219,1277,1067,3771,2
1219,1277,1067,3771,2
1264,1302,1150,3576,2
1230,1269,1051,3438,2
1210,1254,1017,3521,2
1132,1108,836,3355,2
1122,1062,715,3361,2
1122,1016,723,3163,2
1147,1036,772,2871,2
1252,1289,1164,2086,2
1245,1208,1029,2458,2
1320,1211,1025,2313,2
1320,1211,1025,2313,2
1368,1263,1060,2349,2
1244,1164,944,2748,2
1073,1010,715,2919,2
